DATE,UNEMPB4,UNEMPB3,UNEMPB2,UNEMPB1,UNEMPF0,UNEMPF1,UNEMPF2,UNEMPF3,UNEMPF4,UNEMPF5,UNEMPF6,UNEMPF7,UNEMPF8,UNEMPF9,GBdate
2011.2,9.6,9.6,9.6,8.9,8.9,8.8,8.7,8.5,8.2,7.9,7.7,#N/A,#N/A,#N/A,20110420
2011.2,9.6,9.6,9.6,8.9,9,9,8.9,8.8,8.6,8.4,8.1,#N/A,#N/A,#N/A,20110615
2011.3,9.6,9.6,8.9,9.1,9.2,9.2,9.1,8.9,8.7,8.5,#N/A,#N/A,#N/A,#N/A,20110803
2011.3,#N/A,#N/A,8.9,9.1,9.1,9.1,9.1,9,8.9,8.7,8.5,8.4,8.3,8.1,20110914
2011.4,#N/A,8.9,9.1,9.1,9.1,9,8.9,8.8,8.6,8.4,8.4,8.3,8.1,#N/A,20111026
2011.4,#N/A,8.9,9.1,9.1,8.8,8.8,8.8,8.7,8.6,8.5,8.4,8.3,8.2,#N/A,20111207
2012.1,9,9.1,9.1,8.7,8.7,8.7,8.6,8.6,8.5,8.4,8.3,8.2,#N/A,#N/A,20120118
2012.1,9,9.1,9.1,8.7,8.4,8.4,8.3,8.2,8.1,8,7.9,7.8,#N/A,#N/A,20120307
2012.2,9.1,9.1,8.7,8.2,8.2,8.1,8,7.9,7.9,7.8,7.7,#N/A,#N/A,#N/A,20120418
2012.2,9.1,9.1,8.7,8.2,8.2,8.2,8.2,8.1,8.1,8,8,#N/A,#N/A,#N/A,20120613
2012.3,9.1,8.7,8.2,8.2,8.3,8.3,8.2,8.2,8.1,8.1,#N/A,#N/A,#N/A,#N/A,20120725
2012.3,9.1,8.7,8.2,8.2,8.3,8.3,8.2,8.2,8.1,8,#N/A,#N/A,#N/A,#N/A,20120905
2012.4,8.7,8.2,8.2,8.1,8,8,8,7.9,7.8,#N/A,#N/A,#N/A,#N/A,#N/A,20121017
2012.4,#N/A,8.2,8.2,8.1,8,7.9,7.9,7.9,7.8,7.7,7.7,7.5,7.4,#N/A,20121205
2013.1,8.2,8.2,8,7.8,7.8,7.7,7.7,7.6,7.5,7.4,7.2,7.1,#N/A,#N/A,20130123
2013.1,8.2,8.2,8,7.8,7.8,7.7,7.6,7.5,7.4,7.3,7.2,7.1,#N/A,#N/A,20130313
2013.2,8.2,8,7.8,7.7,7.6,7.5,7.4,7.3,7.2,7.1,6.9,#N/A,#N/A,#N/A,20130424
2013.2,8.2,8,7.8,7.7,7.5,7.4,7.3,7.1,7,6.8,6.6,#N/A,#N/A,#N/A,20130612
2013.3,8,7.8,7.7,7.5,7.5,7.4,7.2,7.1,6.9,6.8,#N/A,#N/A,#N/A,#N/A,20130724
2013.3,#N/A,#N/A,7.7,7.5,7.3,7.2,7,6.9,6.7,6.6,6.4,6.2,6,5.8,20130911
2013.4,#N/A,7.7,7.5,7.3,7.3,7.1,7,6.8,6.6,6.4,6.2,6.1,5.9,#N/A,20131023
2013.4,#N/A,7.7,7.5,7.3,7.1,6.9,6.8,6.7,6.5,6.3,6.2,6.1,5.9,#N/A,20131212
